(237.0,5.0,1)
(244.0,5.0,1)
(251.0,5.0,1)
(257.5,5.0,1)
(264.0,5.0,1)
(275.0,5.0,1)
(279.5,5.0,1)
(287.5,5.0,3)
(294.0,5.0,3)
(301.5,5.0,5)
(323.0,5.0,1)
(334.0,5.0,1)
(339.0,5.0,1)
(346.5,5.0,3)
(355.0,5.0,3)
(2.0,6.0,3)
(9.5,6.0,3)
(16.5,6.0,3)
(23.0,6.0,1)
(33.0,6.0,1)
(38.0,6.0,1)
(46.5,6.0,3)
(52.5,6.0,3)
(60.5,6.0,5)
(80.0,6.0,1)
(91.0,6.0,1)
(96.0,6.0,1)
(103.5,6.0,3)
(111.5,6.0,3)
(119.0,6.0,3)
(126.0,6.0,3)
(132.5,6.0,3)
(140.0,6.0,1)
(150.5,6.0,1)
(155.5,6.0,1)
(163.5,6.0,3)
(170.5,6.0,3)
(178.0,6.0,5)
(198.5,6.0,1)
(210.5,6.0,1)
(215.0,6.0,1)
(223.0,6.0,3)
(230.5,6.0,3)
(237.5,6.0,3)
(244.5,6.0,3)
(250.5,6.0,3)
(257.0,6.0,1)
(269.0,6.0,1)
(273.5,6.0,1)
(281.5,6.0,3)
(288.0,6.0,3)
(295.5,6.0,5)
(316.0,6.0,1)
(327.0,6.0,1)
(331.5,6.0,1)
(339.5,6.0,3)
(349.5,6.0,4)
(359.0,6.0,3)
(6.5,7.0,5)
(16.0,7.0,1)
(26.5,7.0,1)
(30.5,7.0,1)
(38.5,7.0,3)
(45.0,7.0,5)
(52.5,7.0,3)
(59.5,7.0,5)
(74.0,7.0,1)
(84.5,7.0,1)
(89.0,7.0,1)
(96.5,7.0,3)
(104.0,7.0,5)
(111.5,7.0,3)
(118.5,7.0,5)
(126.5,7.0,5)
(135.0,7.0,1)
(144.5,7.0,1)
(149.0,7.0,1)
(157.0,7.0,3)
(163.5,7.0,3)
(170.5,7.0,3)
(179.5,7.0,2)
(191.5,7.0,1)
(202.0,7.0,1)
(207.0,7.0,1)
(215.0,7.0,3)
(222.0,7.0,5)
(229.5,7.0,3)
(237.0,7.0,5)
(245.5,7.0,3)
(253.0,7.0,1)
(262.0,7.0,1)
(266.5,7.0,1)
(274.5,7.0,3)
(280.5,7.0,3)
(287.5,7.0,3)
(294.5,7.0,4)
(309.0,7.0,1)
(320.0,7.0,1)
(325.0,7.0,1)
(333.0,7.0,3)
(341.5,7.0,5)
(348.5,7.0,3)
(355.0,7.0,5)
(1.5,8.0,3)
(9.5,8.0,1)
(19.0,8.0,1)
(23.5,8.0,1)
(30.5,8.0,3)
(37.0,8.0,3)
(43.5,8.0,3)
(52.5,8.0,2)
(67.5,8.0,1)
(72.0,8.0,1)
(80.0,8.0,1)
(87.5,8.0,1)
(95.0,8.0,1)
(99.0,8.0,1)
(111.0,8.0,3)
(118.0,8.0,5)
(127.0,8.0,3)
(134.5,8.0,5)
(142.0,8.0,3)
(151.0,8.0,5)
(158.0,8.0,5)
(169.5,8.0,5)
(184.5,8.0,1)
(191.0,8.0,3)
(199.0,8.0,1)
(206.5,8.0,1)
(214.0,8.0,1)
(218.0,8.0,1)
(229.0,8.0,1)
(236.5,8.0,3)
(244.0,8.0,5)
(258.0,8.0,5)
(266.0,8.0,5)
(273.5,8.0,5)
(285.5,8.0,3)
(300.0,8.0,1)
(305.5,8.0,1)
(314.0,8.0,1)
(321.5,8.0,1)
(329.5,8.0,1)
(334.0,8.0,1)
(347.0,8.0,1)
(355.0,8.0,3)
(2.0,9.0,5)
(9.5,9.0,3)
(16.5,9.0,5)
(24.0,9.0,3)
(32.0,9.0,4)
(44.5,9.0,3)
(60.0,9.0,1)
(64.5,9.0,1)
(72.5,9.0,1)
(79.0,9.0,1)
(87.5,9.0,1)
(92.0,9.0,1)
(105.0,9.0,3)
(113.0,9.0,3)
(120.5,9.0,5)
(135.0,9.0,3)
(142.0,9.0,3)
(149.5,9.0,3)
(163.5,9.0,2)
(177.5,9.0,1)
(190.0,9.0,1)
(194.5,9.0,1)
(202.5,9.0,3)
(209.5,9.0,5)
(217.0,9.0,3)
(224.5,9.0,5)
(231.5,9.0,3)
(239.0,9.0,1)
(248.5,9.0,1)
(252.5,9.0,1)
(260.0,9.0,3)
(265.5,9.0,3)
(275.0,9.0,5)
(295.5,9.0,1)
(306.5,9.0,1)
(311.0,9.0,1)
(318.5,9.0,3)
(325.5,9.0,5)
(332.5,9.0,3)
(339.5,9.0,5)
(347.0,9.0,3)
(354.5,9.0,1)
(4.0,10.0,1)
(9.0,10.0,1)
(17.5,10.0,3)
(24.0,10.0,3)
(31.5,10.0,2)
(52.5,10.0,1)
(64.0,10.0,1)
(68.5,10.0,1)
(77.5,10.0,3)
(84.0,10.0,5)
(91.0,10.0,3)
(97.5,10.0,5)
(103.5,10.0,3)
(111.5,10.0,1)
(121.5,10.0,1)
(127.0,10.0,1)
(133.5,10.0,3)
(140.5,10.0,3)
(149.0,10.0,4)
(170.5,10.0,1)
(182.0,10.0,1)
(186.5,10.0,1)
(194.5,10.0,3)
(201.0,10.0,3)
(208.0,10.0,3)
(214.5,10.0,3)
(222.5,10.0,3)
(229.5,10.0,1)
(239.5,10.0,1)
(244.5,10.0,1)
(252.5,10.0,3)
(259.5,10.0,3)
(267.0,10.0,2)
(288.0,10.0,1)
(300.5,10.0,1)
(318.0,10.0,1)
(333.5,10.0,1)
(348.0,10.0,1)
(3.5,11.0,1)
(17.5,11.0,1)
(32.5,11.0,1)
(45.5,11.0,5)
(53.0,11.0,5)
(60.5,11.0,3)
(69.5,11.0,5)
(83.5,11.0,3)
(96.5,11.0,1)
(105.0,11.0,3)
(112.0,11.0,5)
(120.5,11.0,5)
(128.5,11.0,4)
(164.5,11.0,5)
(171.5,11.0,5)
(178.5,11.0,3)
(186.0,11.0,5)
(200.5,11.0,3)
(215.0,11.0,1)
(223.0,11.0,3)
(230.0,11.0,5)
(237.5,11.0,5)
(246.0,11.0,4)
(280.5,11.0,5)
(296.5,11.0,5)
(311.5,11.0,3)
(326.5,11.0,3)
(341.0,11.0,1)
(355.5,11.0,1)
(9.0,12.0,3)
(23.0,12.0,3)
(37.5,12.0,5)
(44.5,12.0,5)
(53.0,12.0,3)
(61.5,12.0,5)
(75.5,12.0,3)
(89.5,12.0,1)
(98.0,12.0,3)
(104.5,12.0,5)
(111.5,12.0,5)
(120.5,12.0,4)
(157.0,12.0,1)
(172.5,12.0,1)
(187.0,12.0,1)
(201.0,12.0,1)
(215.0,12.0,1)
(230.0,12.0,1)
(244.5,12.0,1)
(259.5,12.0,1)
(273.5,12.0,5)
(280.5,12.0,5)
(288.5,12.0,3)
(297.5,12.0,5)
(312.5,12.0,3)
(326.0,12.0,1)
(333.5,12.0,3)
(340.5,12.0,5)
(348.5,12.0,5)
(357.0,12.0,4)
(30.5,13.0,5)
(46.0,13.0,5)
(62.5,13.0,3)
(70.0,13.0,3)
(78.0,13.0,3)
(85.5,13.0,3)
(93.0,13.0,1)
(100.0,13.0,1)
(108.0,13.0,1)
(114.0,13.0,1)
(121.5,13.0,3)
(129.0,13.0,3)
(135.5,13.0,3)
(143.0,13.0,3)
(152.0,13.0,5)
(158.5,13.0,5)
(166.0,13.0,3)
(173.0,13.0,5)
(188.0,13.0,3)
(201.0,13.0,1)
(209.0,13.0,3)
(215.5,13.0,5)
(224.0,13.0,5)
(232.5,13.0,4)
(260.5,13.0,5)
(273.0,13.0,5)
(281.5,13.0,5)
(295.5,13.0,3)
(303.5,13.0,3)
(311.5,13.0,3)
(324.5,13.0,1)
(332.5,13.0,1)
(340.0,13.0,1)
(354.5,13.0,3)
(7.0,14.0,3)
(15.5,14.0,2)
(23.5,14.0,5)
(32.0,14.0,5)
(40.0,14.0,3)
(47.0,14.0,5)
(61.5,14.0,3)
(75.5,14.0,1)
(83.0,14.0,3)
(89.5,14.0,5)
(96.5,14.0,5)
(106.0,14.0,4)
(140.0,14.0,5)
(147.5,14.0,5)
(156.0,14.0,3)
(164.5,14.0,5)
(180.0,14.0,3)
(194.0,14.0,1)
(201.5,14.0,3)
(208.0,14.0,5)
(216.0,14.0,5)
(224.0,14.0,4)
(259.0,14.0,5)
(266.0,14.0,5)
(274.0,14.0,3)
(282.5,14.0,5)
(297.5,14.0,3)
(311.0,14.0,1)
(319.0,14.0,3)
(326.0,14.0,5)
(333.0,14.0,5)
(342.0,14.0,4)
(18.0,15.0,5)
(25.0,15.0,5)
(33.0,15.0,3)
(40.5,15.0,5)
(56.0,15.0,3)
(69.5,15.0,1)
(77.0,15.0,3)
(83.5,15.0,5)
(90.5,15.0,5)
(99.5,15.0,4)
(136.0,15.0,3)
(149.5,15.0,3)
(164.5,15.0,3)
(180.5,15.0,3)
(194.0,15.0,3)
(208.0,15.0,3)
(223.0,15.0,3)
(237.5,15.0,3)
(251.0,15.0,3)
(265.0,15.0,3)
(280.0,15.0,3)
(295.0,15.0,3)
(311.0,15.0,3)
(326.0,15.0,3)
(341.0,15.0,3)
(356.0,15.0,3)
(10.5,16.0,1)
(25.0,16.0,1)
(40.0,16.0,1)
(54.0,16.0,1)
(68.5,16.0,1)
(83.5,16.0,1)
(98.5,16.0,1)
(112.5,16.0,1)
(128.0,16.0,1)
(139.0,16.0,1)
(143.5,16.0,1)
(151.5,16.0,3)
(158.5,16.0,5)
(166.0,16.0,3)
(173.0,16.0,5)
(180.5,16.0,3)
(188.0,16.0,1)
(197.5,16.0,1)
(202.0,16.0,1)
(210.0,16.0,3)
(216.5,16.0,3)
(225.0,16.0,5)
(245.0,16.0,1)
(257.0,16.0,1)
(261.5,16.0,1)
(269.0,16.0,3)
(276.0,16.0,5)
(283.5,16.0,3)
(291.0,16.0,5)
(298.5,16.0,3)
(305.5,16.0,1)
(314.5,16.0,1)
(319.5,16.0,1)
(326.5,16.0,3)
(338.5,16.0,3)
(348.5,16.0,2)
(4.0,17.0,1)
(15.5,17.0,1)
(20.5,17.0,1)
(27.5,17.0,3)
(34.5,17.0,5)
(42.0,17.0,3)
(49.0,17.0,5)
(56.0,17.0,3)
(65.0,17.0,1)
(74.0,17.0,1)
(77.5,17.0,1)
(86.5,17.0,4)
(95.5,17.0,4)
(103.0,17.0,3)
(121.5,17.0,1)
(132.5,17.0,1)
(137.0,17.0,1)
(145.0,17.0,3)
(152.0,17.0,5)
(159.5,17.0,3)
(165.5,17.0,5)
(172.5,17.0,3)
(182.0,17.0,1)
(191.5,17.0,1)
(196.0,17.0,1)
(203.5,17.0,3)
(212.0,17.0,3)
(224.5,17.0,3)
(232.0,17.0,2)
(243.5,17.0,1)
(252.5,17.0,1)
(262.5,17.0,3)
(270.0,17.0,5)
(277.0,17.0,3)
(283.5,17.0,5)
(290.0,17.0,3)
(298.5,17.0,1)
(308.5,17.0,1)
(313.0,17.0,1)
(320.5,17.0,3)
(327.5,17.0,5)
(334.5,17.0,3)
(342.5,17.0,4)
(356.5,17.0,1)
(7.5,18.0,1)
(12.0,18.0,1)
(19.5,18.0,3)
(27.0,18.0,5)
(34.5,18.0,3)
(42.0,18.0,5)
(49.5,18.0,3)
(57.0,18.0,1)
(66.5,18.0,1)
(71.5,18.0,1)
(78.5,18.0,3)
(84.5,18.0,5)
(92.5,18.0,3)
(101.0,18.0,2)
(115.0,18.0,1)
(126.0,18.0,1)
(130.5,18.0,1)
(138.0,18.0,3)
(144.5,18.0,5)
(152.0,18.0,3)
(159.5,18.0,5)
(167.0,18.0,3)
(174.5,18.0,1)
(184.5,18.0,1)
(189.5,18.0,1)
(197.5,18.0,3)
(203.5,18.0,5)
(211.0,18.0,3)
(219.0,18.0,2)
(233.0,18.0,1)
(244.0,18.0,1)
(248.0,18.0,1)
(255.5,18.0,3)
(262.0,18.0,5)
(270.0,18.0,3)
(276.5,18.0,5)
(284.5,18.0,3)
(292.0,18.0,1)
(302.0,18.0,1)
(307.0,18.0,1)
(314.0,18.0,3)
(321.0,18.0,5)
(328.5,18.0,3)
(335.5,18.0,4)
(350.5,18.0,1)
(1.5,19.0,1)
(5.5,19.0,1)
